MicrobialSpecies	Sticta_gyalocarpa	Sticta_andina	Sticta_brevior	Sticta_parahumboldtii	Sticta_pseudohumboldtii	Sticta_rhizinata	Sticta_sylvatica
c__Abditibacteria	0.00533223380762027	0	0	0.000567536889897843	0	0	0
c__Acidobacteriae	0.0252508833922261	0.0695737754561284	0.0281804884953525	0.0829558532673533	0.0630600091750045	0.0687203791469194	0.0614416921982711
c__Actinobacteria	0.00802650857083241	0.0091533180778032	0.0145555422623676	0.00341458342842942	0.000947456091540755	0	0
c__Alphaproteobacteria	0.467848005504112	0.669443149443149	0.402358606846035	0.635723259607494	0.52668372946512	0.626829268292683	0.64663731330398
c__Bacteroidia	0.0125913247436568	0.0205916004845874	0.0169189061365134	0.0221093745397562	0.00784206491969049	0.0707317073170732	0.0935377163447339
c__Cyanobacteriia	0.352289788938432	0	0.34696348077194	0	0.267298731192455	0	0
c__Fimbriimonadia	0.00646505657223035	0.0022883295194508	0.0202822556099329	0.00460284268825501	0.00813317702371721	0.0118483412322275	0.0105659809607178
c__Gammaproteobacteria	0.00868746468076534	0.0444677871148459	0.0190665750856066	0.00577544500949406	0.00353810109002987	0.028436018957346	0.0252438040266988
c__Verrucomicrobiae	0.0840401983153177	0.150389885684003	0.172271762688974	0.235481501200489	0.13182022153908	0.198717948717949	0.161098161098161
